,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
937,2009-08-09,91.5,77.0,84.5,11,71.5,74.5,0.09999999999999999,29.259999999999998,29.93,11.35,23.0,12.600000000000001
939,2009-08-10,85.5,70.5,78.5,5,65.5,69.5,0.0,29.275,29.945,7.6000000000000005,26.0,8.05
941,2009-08-11,81.5,63.5,72.5,-1,61.5,66.0,0.0,29.33,29.990000000000002,6.199999999999999,2.0,8.35
943,2009-08-12,82.5,61.5,72.5,-1,55.5,62.5,0.0,29.415,30.08,4.6,4.5,6.45
945,2009-08-13,86.0,61.5,74.0,0,55.0,63.0,0.0,29.41,30.095,1.75,15.0,3.9
947,2009-08-14,88.0,65.0,77.0,4,59.0,66.0,0.0,29.41,30.09,5.85,21.0,6.1
949,2009-08-15,89.0,68.5,79.0,6,61.0,67.5,0.0,29.35,30.03,8.5,19.0,8.8
951,2009-08-16,89.0,70.5,80.0,7,67.5,70.5,0.45,29.305,29.979999999999997,9.4,20.5,10.149999999999999
953,2009-08-17,83.0,70.5,77.0,5,68.0,70.5,0.45999999999999996,29.310000000000002,29.990000000000002,4.85,22.0,6.65
955,2009-08-18,83.5,65.5,74.5,2,60.0,65.5,0.0,29.305,29.979999999999997,7.75,27.0,8.2
957,2009-08-19,82.0,61.5,72.0,0,61.0,65.5,0.48,29.115,29.825,5.800000000000001,16.0,8.45
959,2009-08-20,78.5,64.0,71.5,0,61.0,65.0,0.095,28.965,29.655,12.149999999999999,23.0,12.6
961,2009-08-21,73.5,59.0,66.5,-5,58.0,61.0,0.10500000000000001,29.1,29.75,8.9,27.0,11.95
963,2009-08-22,68.5,57.5,63.5,-8,52.0,56.5,0.0,29.335,29.994999999999997,8.6,18.5,9.9
965,2009-08-23,73.5,57.0,65.5,-6,54.0,58.5,0.0,29.41,30.085,3.1,3.5,7.0
967,2009-08-24,79.0,55.5,67.5,-4,56.5,61.5,0.0,29.439999999999998,30.125,4.4,21.0,5.4
969,2009-08-25,82.5,60.0,71.5,1,61.0,65.0,0.0,29.36,30.045,8.7,21.0,8.899999999999999
971,2009-08-26,72.5,63.0,68.0,-2,63.0,64.5,0.7350000000000001,29.39,30.075,4.55,2.0,7.55
973,2009-08-27,67.0,61.5,64.5,-6,60.5,62.0,1.0699999999999998,29.384999999999998,30.075,9.899999999999999,7.5,10.35
975,2009-08-28,69.5,60.5,65.0,-6,61.0,62.5,0.25,29.21,29.925,3.0,2.0,5.550000000000001
977,2009-08-29,69.0,56.0,63.0,-7,51.5,56.5,0.015,29.21,29.884999999999998,10.9,31.0,11.45
979,2009-08-30,66.0,51.0,59.0,-11,47.0,52.5,0.0025,29.47,30.134999999999998,8.8,1.0,9.9
981,2009-08-31,67.5,49.0,58.5,-10,44.0,52.0,0.0,29.575000000000003,30.265,5.05,3.5,6.4
983,2009-09-01,71.5,48.5,60.5,-8,48.0,54.0,0.0,29.6,30.305,3.25,5.0,3.45
985,2009-09-02,72.5,51.5,62.5,-6,50.5,56.0,0.0,29.535,30.240000000000002,3.65,7.0,4.5
987,2009-09-03,75.0,56.5,66.0,-2,54.5,59.5,0.0,29.450000000000003,30.15,4.95,5.5,5.95
989,2009-09-04,75.0,56.0,66.0,-3,54.5,59.5,0.0,29.465,30.145,3.7,4.0,4.25
991,2009-09-05,78.0,55.5,67.0,-1,57.0,61.5,0.0,29.515,30.200000000000003,4.75,5.0,5.55
993,2009-09-06,77.0,63.5,70.5,2,59.0,63.5,0.017499999999999998,29.494999999999997,30.18,5.25,6.5,5.949999999999999
995,2009-09-07,77.0,61.0,69.0,1,59.0,62.5,0.0,29.415,30.09,6.05,3.5,5.45
997,2009-09-08,78.0,61.0,69.5,3,61.0,64.0,0.0,29.384999999999998,30.060000000000002,6.75,3.5,7.65
999,2009-09-09,77.5,66.5,72.5,6,63.0,65.5,0.0,29.445,30.130000000000003,6.449999999999999,6.5,7.050000000000001
1001,2009-09-10,80.5,64.5,73.0,7,62.0,65.5,0.0,29.509999999999998,30.185000000000002,6.3,6.5,7.05
1003,2009-09-11,79.0,62.5,71.0,6,59.0,63.5,0.0,29.465,30.16,5.75,7.5,6.15
1005,2009-09-12,78.5,59.5,69.5,4,60.5,63.5,0.0,29.439999999999998,30.130000000000003,3.45,4.5,4.65
1007,2009-09-13,79.5,57.5,68.5,4,54.5,60.5,0.005,29.42,30.115000000000002,2.0,7.0,3.6
1009,2009-09-14,84.0,58.5,71.5,7,55.5,61.5,0.0,29.369999999999997,30.060000000000002,0.6000000000000001,23.0,2.4000000000000004
1011,2009-09-15,82.5,63.5,73.0,9,58.5,63.5,0.0,29.384999999999998,30.060000000000002,6.0,2.0,7.25
1013,2009-09-16,71.5,60.5,66.0,1,54.0,59.5,0.0,29.515,30.189999999999998,11.75,5.5,12.4
1015,2009-09-17,71.5,52.0,62.0,-3,51.5,56.5,0.0,29.48,30.175,3.95,6.5,4.800000000000001
1017,2009-09-18,79.0,51.0,65.5,1,55.0,59.0,0.0,29.490000000000002,30.175,5.199999999999999,2.5,6.550000000000001
1019,2009-09-19,75.5,56.5,66.5,3,55.0,59.5,0.0,29.509999999999998,30.205,3.8000000000000003,10.0,5.85
1021,2009-09-20,72.0,54.0,63.5,2,56.0,60.0,0.595,29.310000000000002,30.03,6.15,7.5,7.6
1023,2009-09-21,68.0,61.5,65.0,2,59.5,61.5,0.005,29.285,29.975,3.55,23.0,5.05
1025,2009-09-22,76.5,61.0,69.0,6,65.0,67.0,0.02,29.310000000000002,29.975,5.2,17.5,7.5
1027,2009-09-23,76.0,62.0,69.0,8,62.5,64.0,0.0,29.445,30.115000000000002,0.7,31.5,4.35
1029,2009-09-24,72.0,64.0,68.5,8,62.5,64.5,0.0,29.465,30.155,4.199999999999999,6.5,4.550000000000001
1031,2009-09-25,70.0,60.0,65.0,4,57.0,60.0,0.09,29.415,30.115000000000002,5.4,11.0,6.8
1033,2009-09-26,67.5,55.5,61.5,2,56.0,59.0,0.0025,29.18,29.905,3.95,26.5,4.6
1035,2009-09-27,74.0,51.5,63.0,2,53.0,57.5,0.27999999999999997,28.875,29.59,7.8999999999999995,22.5,10.2
1037,2009-09-28,62.5,49.5,56.5,-3,42.0,49.0,0.0075,28.945,29.61,20.05,28.5,20.45
1039,2009-09-29,59.0,48.0,53.5,-5,42.0,48.0,0.0025,29.310000000000002,29.96,8.7,33.0,10.25
1041,2009-09-30,61.5,48.0,55.0,-4,41.0,47.5,0.0,29.415,30.105,5.25,3.0,6.9
1043,2009-10-01,59.0,42.5,51.0,-8,46.0,49.0,0.74,29.155,29.9,8.95,13.0,9.1
1045,2009-10-02,56.0,47.5,52.0,-6,46.0,48.0,0.19,28.835,29.555,10.25,21.5,11.8
1047,2009-10-03,57.5,47.0,52.5,-5,47.0,49.0,0.07,29.049999999999997,29.705,8.15,26.0,8.600000000000001
1049,2009-10-04,60.5,45.0,53.0,-4,42.5,47.0,0.0025,29.310000000000002,29.985,8.95,27.5,9.25
1051,2009-10-05,61.5,42.5,52.5,-4,42.0,47.0,0.0,29.32,30.035,2.35,8.5,4.95
1053,2009-10-06,61.5,49.0,55.5,-1,46.5,50.5,0.04,28.935,29.655,9.15,24.0,15.0
1055,2009-10-07,60.0,45.0,53.0,-3,39.0,46.0,0.0,29.275,29.955,8.85,26.0,10.45
1057,2009-10-08,53.5,46.0,50.0,-7,46.0,48.5,0.13,29.215,29.925,4.05,20.5,5.199999999999999
1059,2009-10-09,52.0,39.5,46.0,-9,43.5,45.5,0.445,29.235,29.925,9.350000000000001,34.5,10.1
1061,2009-10-10,48.0,32.0,40.5,-15,30.0,35.5,0.0,29.52,30.21,7.6,28.5,7.949999999999999
1063,2009-10-11,44.5,29.0,37.0,-17,22.5,32.5,0.0,29.635,30.355,1.3,17.0,4.9
1065,2009-10-12,48.5,41.5,45.5,-9,35.0,40.5,0.0125,29.47,30.189999999999998,0.6,21.5,3.65
1067,2009-10-13,47.5,35.0,41.5,-12,32.0,38.5,0.0,29.630000000000003,30.35,8.5,1.5,10.65
1069,2009-10-14,48.0,42.0,45.0,-8,36.0,41.0,0.03,29.435,30.17,10.85,9.5,11.35
1071,2009-10-15,44.0,41.0,43.0,-10,38.0,40.0,0.31,29.285,30.0,8.8,6.5,9.55
1073,2009-10-16,45.5,39.5,42.5,-10,36.0,39.5,0.06,29.435000000000002,30.13,7.6499999999999995,35.0,8.149999999999999
1075,2009-10-17,52.0,37.5,45.0,-8,33.5,39.5,0.0075,29.605,30.3,7.45,34.5,7.949999999999999
1077,2009-10-18,53.0,32.0,42.5,-9,33.0,39.5,0.0,29.52,30.255000000000003,5.949999999999999,21.0,6.550000000000001
1079,2009-10-19,65.5,43.5,55.0,4,40.5,47.0,0.0,29.285,30.005000000000003,11.05,21.0,11.15
1081,2009-10-20,63.0,49.5,56.5,5,47.5,52.0,0.04,29.345,30.03,5.2,19.0,6.35
1083,2009-10-21,69.5,55.0,62.5,12,51.0,55.5,0.0075,29.285,29.99,11.25,21.0,11.35
1085,2009-10-22,58.0,48.5,53.5,3,48.5,50.5,0.935,29.205,29.935000000000002,8.55,5.5,13.1
1087,2009-10-23,61.5,43.0,52.5,3,49.5,50.5,1.09,28.765,29.48,6.4,18.5,15.8
1089,2009-10-24,49.5,38.5,44.0,-5,37.0,40.5,0.045,29.065,29.735,8.95,26.0,9.600000000000001
1091,2009-10-25,62.5,44.0,53.5,5,44.0,48.5,0.255,29.29,29.965,5.9,19.0,7.1
1093,2009-10-26,55.0,49.5,52.5,4,47.5,49.0,0.12,29.315,30.02,5.050000000000001,21.0,7.15
1095,2009-10-27,51.5,46.5,49.0,0,45.5,47.5,0.11,29.215,29.94,4.95,5.0,6.75
1097,2009-10-28,57.5,50.0,54.0,7,49.0,51.0,0.0,29.310000000000002,29.99,2.45,13.5,3.65
1099,2009-10-29,60.0,47.5,54.0,7,50.0,52.0,0.825,29.245,29.985,11.8,14.0,12.05
1101,2009-10-30,67.5,46.5,57.5,11,53.5,56.0,0.98,28.83,29.555,15.649999999999999,20.5,17.65
1103,2009-10-31,46.5,36.0,41.5,-5,31.0,38.0,0.0075,29.215,29.865000000000002,12.25,26.0,12.65
1105,2010-05-01,70.5,59.5,65.0,11,53.5,58.5,0.06,28.92,29.595,8.25,21.5,8.75
1107,2010-05-02,68.5,53.5,61.0,7,52.0,56.0,0.62,28.935,29.605,3.6,25.5,6.5
1109,2010-05-03,72.0,51.0,61.5,7,45.0,53.0,0.0,29.1,29.77,8.850000000000001,25.0,9.45
1111,2010-05-04,79.5,51.5,66.0,11,43.5,54.0,0.0,29.09,29.775,13.0,21.0,13.399999999999999
1113,2010-05-05,72.5,56.5,64.5,9,37.0,51.0,0.005,29.115,29.77,9.95,27.0,12.45
1115,2010-05-06,61.5,47.0,54.5,0,39.0,46.0,0.030000000000000002,29.299999999999997,29.99,5.800000000000001,4.5,9.6
1117,2010-05-07,59.0,45.5,52.5,-3,46.0,48.5,0.73,29.009999999999998,29.73,3.1500000000000004,32.5,13.5
1119,2010-05-08,50.0,42.0,46.0,-10,35.0,41.0,0.05,29.39,30.055,14.05,29.5,14.8
1121,2010-05-09,57.0,37.5,47.5,-8,29.0,40.0,0.0,29.625,30.314999999999998,2.15,20.5,6.15
1123,2010-05-10,58.0,42.0,50.5,-6,30.0,42.0,0.005,29.505,30.244999999999997,13.0,11.5,13.6
1125,2010-05-11,55.5,44.0,50.0,-9,46.0,47.5,0.845,29.185000000000002,29.895,4.3,10.5,10.15
1127,2010-05-12,52.0,45.0,49.0,-9,45.0,46.5,0.13,29.384999999999998,30.095,8.600000000000001,6.0,10.2
1129,2010-05-13,75.5,48.5,62.5,3,53.5,56.0,1.23,29.255000000000003,29.93,5.35,25.0,12.850000000000001
1131,2010-05-14,66.5,48.0,57.5,-1,43.5,50.5,0.0,29.490000000000002,30.17,11.4,26.0,11.75
1133,2010-05-15,62.0,45.0,53.5,-6,41.5,48.0,0.0,29.560000000000002,30.255000000000003,4.05,4.5,6.1
1135,2010-05-16,66.0,43.5,55.0,-5,43.0,49.5,0.0,29.46,30.175,10.399999999999999,5.0,10.8
1137,2010-05-17,59.0,51.0,55.0,-5,42.5,48.5,0.06,29.32,30.035,8.75,3.0,9.3
1139,2010-05-18,63.5,47.5,56.0,-4,40.5,48.0,0.0,29.285,29.985,9.35,2.5,9.95
1141,2010-05-19,73.5,45.0,59.5,-1,39.0,50.5,0.0,29.335,30.02,6.050000000000001,4.0,6.85
1143,2010-05-20,73.0,49.0,61.5,0,49.0,55.0,0.07,29.32,30.02,6.55,12.5,7.6
1145,2010-05-21,72.5,56.0,64.5,4,58.0,60.0,0.305,29.18,29.875,4.8,11.0,6.25
1147,2010-05-22,73.0,58.0,65.5,5,59.0,61.0,0.005,29.259999999999998,29.94,3.05,10.5,5.75
1149,2010-05-23,89.0,63.5,76.5,15,65.5,69.0,0.0,29.295,29.965,9.75,18.0,10.0
1151,2010-05-24,91.0,71.5,81.5,19,66.5,71.5,0.0,29.36,30.020000000000003,6.449999999999999,13.5,8.05
1153,2010-05-25,87.5,70.0,79.0,17,61.5,68.0,0.0,29.36,30.03,5.75,12.5,7.949999999999999
1155,2010-05-26,86.0,68.0,77.5,15,62.5,68.0,0.005,29.314999999999998,29.990000000000002,3.1500000000000004,2.5,5.15
1157,2010-05-27,77.0,62.0,69.5,7,50.0,59.0,0.0,29.335,30.015,11.55,2.5,11.85
1159,2010-05-28,77.5,58.0,68.0,5,49.5,58.0,0.0,29.305,30.0,8.9,2.5,9.4
1161,2010-05-29,85.0,60.5,73.0,9,57.0,63.0,0.0,29.255000000000003,29.939999999999998,4.75,6.0,5.699999999999999
1163,2010-05-30,91.0,62.5,77.0,12,59.0,66.0,0.0025,29.195,29.869999999999997,4.55,17.5,6.0
1165,2010-05-31,82.5,65.5,74.5,10,64.5,67.0,0.915,29.18,29.855,1.1,21.5,4.75
1167,2010-06-01,84.5,64.0,74.5,10,62.5,67.0,0.0,29.135,29.835,4.75,18.0,6.05
1169,2010-06-02,77.0,58.0,67.5,3,61.0,64.0,1.1600000000000001,29.025,29.700000000000003,3.2,33.0,9.399999999999999
1171,2010-06-03,71.0,57.0,64.5,0,46.0,55.0,0.0,29.125,29.799999999999997,6.4,4.0,7.75
1173,2010-06-04,83.0,58.5,71.0,6,59.5,64.5,0.0025,29.035,29.72,7.3,21.5,9.15
1175,2010-06-05,79.0,60.0,70.0,5,64.0,66.5,0.33,28.975,29.655,4.4,23.5,7.9
1177,2010-06-06,75.5,56.5,66.5,0,54.5,59.0,0.005,29.189999999999998,29.835,8.75,32.5,10.8
1179,2010-06-07,69.5,55.0,62.5,-4,48.5,55.0,0.0,29.375,30.045,6.45,7.5,7.4
1181,2010-06-08,67.0,58.5,63.0,-3,57.0,59.0,0.39,29.25,29.965,8.3,13.0,9.5
1183,2010-06-09,83.0,66.0,74.5,8,55.5,63.0,0.0,29.16,29.83,10.1,27.5,10.8
1185,2010-06-10,76.0,59.0,68.0,1,54.0,60.0,0.0,29.285,29.950000000000003,5.05,7.5,6.7
1187,2010-06-11,88.5,64.0,76.5,10,67.0,71.0,0.215,29.21,29.884999999999998,8.7,19.0,10.35
1189,2010-06-12,77.0,62.0,70.0,2,63.0,65.0,0.23,29.28,29.950000000000003,3.05,3.0,7.75
1191,2010-06-13,72.0,61.5,67.0,-1,61.5,63.5,0.25,29.29,29.975,3.55,8.0,4.8
1193,2010-06-14,71.0,60.5,66.0,-3,61.0,62.5,0.0075,29.255000000000003,29.93,5.85,4.5,6.55
1195,2010-06-15,79.0,60.5,70.0,2,65.5,67.0,0.735,29.195,29.884999999999998,2.7,19.5,5.9
1197,2010-06-16,84.0,64.0,74.5,4,60.5,65.0,0.0,29.310000000000002,29.975,6.0,27.5,9.6
1199,2010-06-17,84.0,65.5,75.0,5,61.5,67.0,0.0,29.33,30.005000000000003,5.1,14.0,7.2
1201,2010-06-18,90.5,66.5,79.0,9,66.0,69.0,0.765,29.21,29.915,6.5,21.5,10.0
1203,2010-06-19,85.5,66.0,76.0,6,60.5,66.0,0.0,29.27,29.93,9.95,27.5,11.05
1205,2010-06-20,80.5,65.5,73.5,3,60.5,65.0,0.005,29.369999999999997,30.03,4.1,8.0,4.95
1207,2010-06-21,85.0,67.5,76.5,6,66.0,69.0,0.31,29.285,29.965,5.0,16.5,7.7
1209,2010-06-22,85.5,69.5,77.5,7,68.0,71.0,0.0,29.310000000000002,29.975,6.300000000000001,22.5,7.050000000000001
1211,2010-06-23,87.0,68.0,77.5,8,69.5,71.0,1.05,29.195,29.89,9.75,22.0,11.5
1213,2010-06-24,82.5,65.0,74.0,4,59.5,65.0,0.0,29.354999999999997,30.020000000000003,3.85,34.0,8.399999999999999
1215,2010-06-25,84.0,64.0,74.0,2,61.5,66.5,0.0,29.310000000000002,29.994999999999997,6.45,20.0,7.5
1217,2010-06-26,87.5,68.5,78.0,7,65.5,69.5,0.7749999999999999,29.130000000000003,29.82,1.65,13.5,6.85
1219,2010-06-27,86.0,72.0,79.5,8,69.5,72.5,0.71,28.924999999999997,29.61,7.95,24.0,9.55
1221,2010-06-28,82.0,64.0,73.5,2,59.0,65.0,0.0,29.104999999999997,29.75,9.25,31.0,11.5
1223,2010-06-29,74.0,60.5,67.5,-4,52.5,59.0,0.0,29.435000000000002,30.08,6.45,5.0,8.05
1225,2010-06-30,75.5,56.5,66.5,-6,50.0,57.0,0.0,29.57,30.240000000000002,3.8,4.5,6.3
1227,2010-07-01,77.0,56.5,67.0,-6,47.5,57.0,0.0,29.619999999999997,30.32,5.6,9.5,5.75
1229,2010-07-02,83.0,60.5,72.0,-1,51.5,60.5,0.0,29.494999999999997,30.195,7.7,18.5,8.0
1231,2010-07-03,87.0,62.0,75.0,2,55.0,63.0,0.0,29.335,30.03,8.3,20.0,8.7
1233,2010-07-04,91.5,70.0,81.0,8,65.5,71.0,0.015,29.23,29.905,10.2,22.0,10.6
1235,2010-07-05,90.5,78.5,85.0,13,63.5,70.5,0.0,29.23,29.89,14.0,20.0,14.3
1237,2010-07-06,90.5,74.0,82.5,10,68.5,72.5,0.205,29.295,29.955,8.7,22.5,9.6
1239,2010-07-07,93.5,71.5,82.5,10,69.5,73.0,0.125,29.365000000000002,30.020000000000003,4.15,23.5,5.9
1241,2010-07-08,87.5,73.5,81.0,8,69.5,72.5,0.155,29.299999999999997,29.979999999999997,1.6,33.0,5.050000000000001
1243,2010-07-09,87.5,71.0,79.5,6,59.0,67.0,0.005,29.29,29.97,5.6,19.0,7.0
1245,2010-07-10,89.0,69.0,79.0,6,60.0,67.5,0.005,29.259999999999998,29.939999999999998,5.199999999999999,27.5,7.55
1247,2010-07-11,85.0,66.5,76.0,3,62.5,67.0,0.78,29.104999999999997,29.799999999999997,6.0,22.0,7.25
1249,2010-07-12,84.0,65.0,75.0,2,64.5,68.0,0.0075,29.08,29.75,1.4,19.5,4.25
1251,2010-07-13,84.0,70.5,77.5,4,64.5,68.5,0.095,29.21,29.86,5.800000000000001,9.5,6.5
1253,2010-07-14,90.5,71.0,81.0,7,70.0,73.5,0.0,29.28,29.950000000000003,8.899999999999999,17.5,9.649999999999999
1255,2010-07-15,91.0,72.0,82.0,7,69.0,73.0,0.005,29.235,29.9,7.45,26.0,10.2
1257,2010-07-16,90.0,67.5,79.0,5,61.0,68.0,0.0,29.259999999999998,29.939999999999998,7.0,25.0,8.0
1259,2010-07-17,92.5,71.0,82.0,8,63.5,70.0,0.0,29.21,29.880000000000003,3.5,27.0,6.65
1261,2010-07-18,91.5,73.0,82.5,8,69.0,73.0,0.15,29.130000000000003,29.810000000000002,7.05,24.5,9.45
1263,2010-07-19,84.0,70.5,77.5,3,66.0,70.0,0.0075,29.205,29.880000000000003,2.8499999999999996,23.5,4.9
1265,2010-07-20,85.5,68.5,77.0,3,67.0,70.0,0.0025,29.235,29.91,6.2,23.0,7.550000000000001
1267,2010-07-21,90.5,72.5,82.0,8,65.5,70.5,0.0,29.32,29.990000000000002,3.25,30.5,6.55
1269,2010-07-22,90.0,70.5,80.5,6,70.5,74.0,0.015,29.195,29.884999999999998,9.5,20.0,10.45
1271,2010-07-23,94.5,70.5,82.5,8,71.0,74.0,2.9699999999999998,29.189999999999998,29.84,10.399999999999999,24.0,11.4
1273,2010-07-24,87.0,69.0,78.0,4,70.5,72.5,4.1850000000000005,29.185000000000002,29.85,2.75,25.5,9.5
1275,2010-07-25,81.0,67.0,74.5,0,59.5,65.5,0.26,29.384999999999998,30.045,8.95,2.0,9.399999999999999
1277,2010-07-26,84.0,62.5,73.5,-1,62.0,67.0,0.0,29.405,30.08,4.65,12.0,5.300000000000001
1279,2010-07-27,88.0,69.5,79.0,4,66.5,71.0,0.0,29.310000000000002,30.0,5.8,21.0,6.550000000000001
1281,2010-07-28,89.5,75.0,82.5,7,71.0,74.5,0.0,29.27,29.93,6.0,26.5,9.05
1283,2010-07-29,81.5,68.0,75.0,1,58.5,65.0,0.0,29.384999999999998,30.060000000000002,6.05,5.5,7.4
1285,2010-07-30,79.5,70.0,75.0,1,59.5,65.0,0.005,29.28,29.975,5.3,16.5,5.949999999999999
1287,2010-07-31,79.0,65.0,72.5,-1,63.5,66.5,0.64,29.175,29.85,3.35,13.5,5.3
1289,2010-08-01,85.0,65.5,75.5,3,64.5,68.0,0.0,29.259999999999998,29.935000000000002,2.3,12.0,4.0
1291,2010-08-02,84.0,68.5,76.5,3,66.5,70.0,0.0425,29.285,29.950000000000003,5.85,21.0,6.5
1293,2010-08-03,86.5,65.5,76.0,3,70.5,73.0,0.9400000000000001,29.22,29.9,2.45,20.5,3.45
1295,2010-08-04,82.0,71.0,76.5,4,71.5,73.0,0.5249999999999999,29.18,29.84,3.8499999999999996,26.5,4.550000000000001
1297,2010-08-05,83.5,68.0,76.0,3,62.0,67.0,0.0,29.16,29.83,10.05,29.0,10.350000000000001
1299,2010-08-06,82.0,64.0,73.0,0,58.5,64.0,0.0,29.25,29.92,6.1,29.0,6.4
1301,2010-08-07,83.5,64.0,74.0,0,63.5,67.5,0.0,29.23,29.915,7.35,23.0,7.75
1303,2010-08-08,87.0,70.0,78.5,5,66.5,70.0,0.065,29.17,29.855,8.95,21.5,9.600000000000001
1305,2010-08-09,88.5,73.5,81.0,7,70.0,73.5,0.0775,29.23,29.89,4.25,24.0,6.8
1307,2010-08-10,88.5,76.0,82.5,9,71.0,74.0,0.0,29.255000000000003,29.92,4.95,7.5,5.4
1309,2010-08-11,90.0,76.0,83.5,10,69.5,74.0,0.0,29.165,29.83,4.7,27.5,6.7
1311,2010-08-12,90.5,74.5,82.5,10,69.5,74.0,0.0,29.155,29.82,3.3,9.0,5.7
1313,2010-08-13,92.5,72.5,83.0,10,70.0,74.0,0.455,29.1,29.770000000000003,7.300000000000001,17.5,8.3
1315,2010-08-14,88.0,72.0,80.0,8,68.5,72.5,0.005,29.145,29.810000000000002,3.2,23.5,4.6
1317,2010-08-15,83.5,66.5,75.5,3,62.0,67.5,0.0,29.235,29.89,8.3,29.0,9.05
1319,2010-08-16,80.0,63.5,72.0,0,54.0,62.0,0.0,29.335,30.005000000000003,8.95,27.5,9.600000000000001
1321,2010-08-17,79.0,64.5,72.0,0,57.0,63.0,0.03,29.384999999999998,30.060000000000002,4.15,29.0,6.05
1323,2010-08-18,83.5,63.5,74.0,2,60.5,65.5,0.045,29.314999999999998,30.009999999999998,1.35,19.0,3.45
1325,2010-08-19,87.5,67.5,77.5,6,64.0,69.0,0.0,29.21,29.9,4.6,21.0,5.25
1327,2010-08-20,92.5,73.0,83.0,11,67.0,71.5,0.017499999999999998,29.134999999999998,29.805,10.25,19.0,10.85
1329,2010-08-21,86.0,71.0,79.0,8,68.5,71.5,0.52,29.165,29.82,2.6,34.0,5.6
1331,2010-08-22,80.5,68.0,74.5,4,64.0,67.5,0.0,29.375,30.035,8.65,2.5,9.4
1333,2010-08-23,79.0,66.0,73.0,2,63.0,67.0,0.0,29.369999999999997,30.049999999999997,6.45,5.5,7.699999999999999
1335,2010-08-24,82.5,66.0,74.5,3,61.5,66.0,0.005,29.32,30.009999999999998,1.7999999999999998,6.0,5.55
1337,2010-08-25,79.0,62.0,70.5,0,50.5,59.0,0.0,29.4,30.07,9.600000000000001,32.5,10.100000000000001
1339,2010-08-26,78.5,60.5,69.5,-1,52.0,59.0,0.0,29.475,30.155,1.35,10.0,5.65
1341,2010-08-27,84.5,60.0,72.5,3,54.5,62.0,0.0,29.415,30.105,7.199999999999999,21.0,7.8
1343,2010-08-28,87.5,65.0,76.5,7,52.0,62.0,0.0,29.39,30.07,9.05,18.5,9.3
1345,2010-08-29,93.5,71.5,83.0,13,64.5,70.0,0.0,29.42,30.09,9.1,19.0,9.55
1347,2010-08-30,88.0,73.5,81.0,11,66.0,71.0,0.0,29.439999999999998,30.125,12.149999999999999,19.0,12.5
1349,2010-08-31,92.5,75.0,84.0,15,67.5,72.5,0.0,29.310000000000002,30.005000000000003,13.35,20.0,13.6
1351,2010-09-01,80.5,71.0,76.0,8,67.0,70.0,0.15500000000000003,29.240000000000002,29.905,6.0,22.5,7.1
1353,2010-09-02,83.0,65.5,74.5,6,67.5,70.0,1.235,29.119999999999997,29.805,6.3,21.0,7.4
1355,2010-09-03,71.0,56.5,64.0,-5,51.5,57.0,0.0025,29.14,29.814999999999998,15.5,28.0,15.9
1357,2010-09-04,68.0,51.5,60.0,-8,43.5,51.0,0.005,29.28,29.955,11.3,29.5,11.9
1359,2010-09-05,76.5,50.5,64.0,-4,49.0,56.0,0.005,29.245,29.95,7.550000000000001,20.0,8.5
1361,2010-09-06,83.0,67.0,75.0,7,51.0,60.5,0.0025,29.15,29.83,14.0,20.0,14.600000000000001
1363,2010-09-07,78.0,59.0,69.0,1,48.0,58.0,0.0025,29.245,29.895,16.799999999999997,25.0,18.0
1365,2010-09-08,71.0,52.0,61.5,-5,47.5,54.0,0.0,29.415,30.085,3.8,33.0,7.15
1367,2010-09-09,67.5,51.5,60.0,-7,49.0,54.5,0.0,29.39,30.085,5.45,3.5,6.7
1369,2010-09-10,72.0,57.0,65.0,-2,50.5,57.5,0.0,29.265,29.97,9.100000000000001,9.5,10.2
1371,2010-09-11,75.0,58.5,67.0,2,54.5,59.0,0.2,29.18,29.865000000000002,1.75,24.0,9.15
1373,2010-09-12,83.0,53.5,68.5,4,50.5,59.0,0.0,29.325,29.994999999999997,7.7,25.5,8.05
1375,2010-09-13,82.0,59.0,71.0,5,51.5,59.5,0.0,29.32,30.0,2.95,28.5,5.35
1377,2010-09-14,77.0,56.0,67.0,2,48.5,57.0,0.0,29.41,30.09,4.199999999999999,6.0,5.25
1379,2010-09-15,75.0,60.0,67.5,3,53.0,59.5,0.0225,29.28,30.005000000000003,7.5,12.0,8.8
1381,2010-09-16,69.5,55.0,62.5,-3,55.5,59.0,0.095,29.215,29.875,7.0,33.0,12.15
1383,2010-09-17,74.0,50.0,62.5,-2,49.5,56.0,0.0,29.39,30.064999999999998,3.8499999999999996,19.0,4.65
1385,2010-09-18,65.5,59.0,62.5,-2,55.0,58.0,0.285,29.455,30.125,2.95,3.0,6.9
1387,2010-09-19,67.5,55.5,61.5,-2,48.5,55.0,0.0075,29.485,30.175,7.25,4.0,8.15
1389,2010-09-20,76.0,62.5,69.5,7,60.0,63.5,0.005,29.32,30.03,4.95,12.0,6.8
1391,2010-09-21,88.5,67.5,78.0,16,63.0,67.5,0.04,29.195,29.865000000000002,10.0,22.0,10.95
1393,2010-09-22,74.5,63.5,69.5,7,61.0,63.0,0.0,29.345,30.015,2.3,7.0,5.6
1395,2010-09-23,89.5,65.5,77.5,16,61.5,68.0,0.0,29.18,29.875,15.55,20.5,16.0
